_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,BARCODE,SDE_STATE_ID,geometry
9139,16961,LR-17577,None,None,Keele St,East,Sheppard Ave W,South,15910,06,None,WR4,Existing,L0615910,,"{""coordinates"": [[-79.4861245922275, 43.7443673469856]], ""type"": ""MultiPoint""}"
9140,16963,LR-17593,340,College St,College St,North,Major St,West,15913,11,None,WR4,Existing,L1115913,,"{""coordinates"": [[-79.4034094704462, 43.6574176873045]], ""type"": ""MultiPoint""}"
9141,16964,LR-09677,4,Adirondack Gt,Finch Ave E,South,Adirondack Gt,West,01464,22,None,WR2,Existing,L3901464,,"{""coordinates"": [[-79.2998520257113, 43.8003517848842]], ""type"": ""MultiPoint""}"
9142,16965,LR-08352,325,Bremner Blvd,Bremner Blvd,South,Navy Wharf Crt,East,05820,10,Toronto Downtown West,WR2,Existing,L2005820,,"{""coordinates"": [[-79.3909911350923, 43.6405659513217]], ""type"": ""MultiPoint""}"
9143,16967,LR-13362,49,Bemersyde Dr,Eglinton Ave W,South,Bemersyde Dr,East,09791,02,None,WR1,Existing,L0409791,,"{""coordinates"": [[-79.5445522806025, 43.6785270740331]], ""type"": ""MultiPoint""}"
9144,16968,LR-06882,3293,Lawrence Ave E,Lawrence Ave E,South,Bellamy Rd N,West,06896,21,Cedarbrae Markham Lawrence Village,WR2,Existing,L3806896,,"{""coordinates"": [[-79.2357156779538, 43.757459095732]], ""type"": ""MultiPoint""}"
9145,16969,LR-14031,664,Bathurst St,Bathurst St,West,Harbord St,North,T149,11,None,WR4,Existing,L1100149,,"{""coordinates"": [[-79.4099431974778, 43.6617511386039]], ""type"": ""MultiPoint""}"
9146,16970,LR-08478,664,Spadina Ave,Spadina Ave,Centre West,Harbord St,South,04833,11,Harbord Street,WR2,Existing,L2004833,,"{""coordinates"": [[-79.4020898173685, 43.6628945943112]], ""type"": ""MultiPoint""}"
9147,16971,LR-08558,260,Vaughan Rd,Vaughan Rd,South,Wychwood Ave,West,05578,12,None,WR1,Existing,L2105578,,"{""coordinates"": [[-79.4257646836571, 43.688414512966]], ""type"": ""MultiPoint""}"
9148,16972,LR-09296,698,Queen St E,Queen St E,North,Broadview Ave,West,03047,14,Riverside District,WR1,Existing,L3003047,,"{""coordinates"": [[-79.3501644205429, 43.6588615330521]], ""type"": ""MultiPoint""}"
9149,16973,LR-19016,266,King St E,King St E,North,Ontario St,West,08840,13,Old Town Toronto,WR5,Existing,L2808840,,"{""coordinates"": [[-79.3663337875016, 43.6517645651093]], ""type"": ""MultiPoint""}"
9150,16974,LR-18861,1605,Queen St W,Queen St W,South,Triller Ave,West,09761,04,Parkdale Village,WR5,Existing,L1409761,,"{""coordinates"": [[-79.4439863931219, 43.6390745078367]], ""type"": ""MultiPoint""}"
9151,16977,LR-08744,9,Field Sparroway,Leslie St,East,Finch Ave E,North,04235,17,None,WR2,Existing,L2404235,,"{""coordinates"": [[-79.3683634503249, 43.7905077427118]], ""type"": ""MultiPoint""}"
9152,16980,LR-18158,2134,Avenue Rd,Avenue Rd,West,Ridley Blvd,North,16335,08,None,WR4,Existing,L0816335,,"{""coordinates"": [[-79.421147012811, 43.7383900420124]], ""type"": ""MultiPoint""}"
9153,16982,LR-18249,438,Rogers Rd,Rogers Rd,North,Rosethorn Ave,East,16459,05,Rogers Road,WR4,Existing,L0916459,,"{""coordinates"": [[-79.4641348417409, 43.6826700858206]], ""type"": ""MultiPoint""}"
9154,16983,LR-18839,150,Roncesvalles Ave,Roncesvalles Ave,West,Garden Ave,North,09881,04,Roncesvalles Village,WR5,Existing,L1409881,,"{""coordinates"": [[-79.4481678996327, 43.6437834973935]], ""type"": ""MultiPoint""}"
9155,16984,LR-06417,75,Norfinch Dr,Norfinch Dr,East,Finch Ave W,North,06134,07,None,WR2,Existing,L0806134,,"{""coordinates"": [[-79.5287900957094, 43.7597904516618]], ""type"": ""MultiPoint""}"
9156,16985,LR-10694,2,Fundy Bay Blvd,Birchmount Rd,North,Fundy Bay Blvd,West,04522,22,None,WR1,Existing,L3904522,,"{""coordinates"": [[-79.3123816739422, 43.8110912063045]], ""type"": ""MultiPoint""}"
9157,16986,LR-19087,509,Beecroft Rd,Finch Ave W,South,Beecroft Rd,East,08003,18,Yonge North York,WR5,Existing,L2308003,,"{""coordinates"": [[-79.4181546259822, 43.7790966194547]], ""type"": ""MultiPoint""}"
9158,16987,LR-18905,1210,Eglinton Ave W,Eglinton Ave W,North,Glenarden Rd,West,06595,08,Upper Village,WR5,Existing,L2106595,,"{""coordinates"": [[-79.4337683569952, 43.6993190143766]], ""type"": ""MultiPoint""}"
9159,16988,LR-16611,1612,Danforth Ave,Danforth Ave,North,Coxwell Ave,East,14399,19,Danforth Mosaic,WR4,Existing,L3114399,,"{""coordinates"": [[-79.322929826993, 43.6835945743931]], ""type"": ""MultiPoint""}"
9160,16989,LR-18098,None,None,Dupont St,North,Lansdowne Ave,West,16280,09,None,WR4,Temporarily Removed,L0916280,,"{""coordinates"": [[-79.4467330875379, 43.6667368561154]], ""type"": ""MultiPoint""}"
9161,16990,LR-19149,81,Front St E,Front St E,South,Market St,West,00568,13,Old Town Toronto,WR5,Existing,L2800568,,"{""coordinates"": [[-79.3725996240497, 43.6488293732319]], ""type"": ""MultiPoint""}"
9162,16994,LR-19219,1121,Bay St,Bay St,East,Charles St E,South,11295,13,Bloor-Yorkville,WR5,Existing,L2711295,,"{""coordinates"": [[-79.3886165462818, 43.6679303270039]], ""type"": ""MultiPoint""}"
9163,16995,LR-17829,158,Sterling Rd,Sterling Rd,West,Perth Ave,Southeast,16153,09,None,WR4,Existing,L0916153,,"{""coordinates"": [[-79.4451212356859, 43.6548116253086]], ""type"": ""MultiPoint""}"
9164,16996,LR-12305,46,Chesham Dr,Heathrow Dr,South,Chesham Dr,West,T9206,06,None,WR1,Existing,L0909206,,"{""coordinates"": [[-79.5050946819397, 43.7267038253663]], ""type"": ""MultiPoint""}"
9165,16997,LR-16853,200,Eglinton Ave W,Eglinton Ave W,North,Lascelles Blvd,West,07960,08,None,WR2,Existing,L1607960,,"{""coordinates"": [[-79.4042683230073, 43.7056044915181]], ""type"": ""MultiPoint""}"
9166,17002,LR-12708,None,None,The Queensway,North,Colborne Lodge Dr,West,08887,04,None,WR3,Existing,L1308887,,"{""coordinates"": [[-79.4598824439796, 43.6395239872663]], ""type"": ""MultiPoint""}"
9167,17007,LR-11458,1100,Dovercourt Rd,Dovercourt Rd,West,Geary Ave,North,07464,09,None,WR2,Existing,L1707464,,"{""coordinates"": [[-79.4333275496743, 43.6708499220651]], ""type"": ""MultiPoint""}"
9168,17011,LR-09001,1088,Yonge St,Yonge St,West,Roxborough St W,South,03418,11,Rosedale Main Street,WR2,Temporarily Removed,L2703418,,"{""coordinates"": [[-79.3900656289235, 43.6780393713777]], ""type"": ""MultiPoint""}"
9169,17012,LR-07476,140,Islington Ave,Islington Ave,East,Lake Shore Blvd W,North,00719,03,Lakeshore Village,WR1,Existing,L0600719,,"{""coordinates"": [[-79.5055003956583, 43.6010128753235]], ""type"": ""MultiPoint""}"
9170,17017,LR-13529,3276,St Clair Ave E,St Clair Ave E,North,Warden Ave,West,09916,20,None,WR3,Existing,L3509916,,"{""coordinates"": [[-79.2814884155961, 43.712085523743]], ""type"": ""MultiPoint""}"
9171,17019,LR-07542,2728,Jane St,Jane St,West,Rita Dr,North,00824,07,None,WR1,Existing,L0700824,,"{""coordinates"": [[-79.5143482231013, 43.7432940109092]], ""type"": ""MultiPoint""}"
9172,17021,LR-09518,1756,Victoria Park Ave,Victoria Park Ave,West,Sweeney Dr,South,304,16,None,WR2,Existing,L3400304,,"{""coordinates"": [[-79.307726283672, 43.7366132311412]], ""type"": ""MultiPoint""}"
9173,17022,LR-09799,4254,Kingston Rd,Kingston Rd,North,Galloway Rd,East,03634,24,None,WR1,Existing,L4303634,,"{""coordinates"": [[-79.194457746153, 43.7625883491123]], ""type"": ""MultiPoint""}"
9174,17024,LR-13170,220,Davisville Ave,Millwood Rd,South,Acacia Rd,East,09500,12,Mount Pleasant Village,WR3,Existing,L2209500,,"{""coordinates"": [[-79.389612158538, 43.7011481120973]], ""type"": ""MultiPoint""}"
9175,17025,LR-13908,747,Sheppard Ave W,Sheppard Ave W,South,Harlock Blvd,West,10314,06,None,WR2,Existing,L1010314,,"{""coordinates"": [[-79.4460219164343, 43.7538031174623]], ""type"": ""MultiPoint""}"
9176,17027,LR-12518,1,Steeles Ave E,Yonge St,East,Steeles Ave E,South,08591,18,None,WR3,Existing,L2408591,,"{""coordinates"": [[-79.4198251378324, 43.7977986854469]], ""type"": ""MultiPoint""}"
9177,17031,LR-13644,1974-1982,Victoria Park Ave,Victoria Park Ave,West,Rowena Dr,South,10039,16,None,WR2,Existing,L3410039,,"{""coordinates"": [[-79.3127715751072, 43.7503657373527]], ""type"": ""MultiPoint""}"
9178,17032,LR-13278,2178,Glendonwynne Rd,Glendonwynne Rd,East,Margdon Rd,South,09626,04,Bloor West Village,WR4,Existing,L1309626,,"{""coordinates"": [[-79.4741549543289, 43.6521127112148]], ""type"": ""MultiPoint""}"
9179,17033,LR-07611,1400,Sheppard Ave W,Sheppard Ave W,North,Keele St,East,00300,06,None,WR2,Existing,L0800300,,"{""coordinates"": [[-79.4859833579915, 43.745019008515]], ""type"": ""MultiPoint""}"
9180,17034,LR-07111,1863,Queen St E,Queen St E,South,Woodbine Ave,West,05955,19,The Beach,WR4,Existing,L3205955,,"{""coordinates"": [[-79.306108111754, 43.6686068272011]], ""type"": ""MultiPoint""}"
9181,17035,LR-08497,468,Wellington St W,Wellington St W,North,Portland St,East,00464,10,None,WR1,Existing,L2000464,,"{""coordinates"": [[-79.3978127099188, 43.6434491276978]], ""type"": ""MultiPoint""}"
9182,17038,LR-12865,145,Queen St E,Queen St E,South,Jarvis St,East,08828,13,Historic Queen East,WR2,Existing,L2808828,,"{""coordinates"": [[-79.3729652832596, 43.6536956627097]], ""type"": ""MultiPoint""}"
9183,17039,LR-07129,3676,Ellesmere Rd,Ellesmere Rd,North,Morrish Rd,East,T10526,25,None,WR2,Existing,L4410526,,"{""coordinates"": [[-79.1730597789199, 43.7903136495012]], ""type"": ""MultiPoint""}"
9184,17040,LR-09489,106,Bickerton Cres,Victoria Park Ave,West,Van Horne Ave,North,04565,17,None,WR2,Existing,L3304565,,"{""coordinates"": [[-79.3298893322918, 43.7894760280602]], ""type"": ""MultiPoint""}"
9185,17041,LR-10310,80,Grosvenor St,Queen's Park Cres E,East,Grosvenor St,North,03062,11,None,WR1,Existing,L2703062,,"{""coordinates"": [[-79.3898816505156, 43.6620544894867]], ""type"": ""MultiPoint""}"
9186,17043,LR-10424,145,King St W,University Ave,East,King St W,South,04253,10,Financial District,WR4,Existing,L2804253,,"{""coordinates"": [[-79.3845552987311, 43.6474924436861]], ""type"": ""MultiPoint""}"
9187,17045,LR-14823,272,Banbury Rd,York Mills Rd,South,Banbury Rd,West,11624,15,None,WR1,Existing,L2511624,,"{""coordinates"": [[-79.3674777426162, 43.7519818862176]], ""type"": ""MultiPoint""}"
9188,17051,LR-10386,31,Wellesley St E,Wellesley St E,South,Church St,West,05513,13,None,WR1,Existing,L2705513,,"{""coordinates"": [[-79.3828240823074, 43.6652348923487]], ""type"": ""MultiPoint""}"
9189,17055,LR-07306,134,Markland Dr,Markland Dr,South,Mill Rd,West,1612,02,None,WR2,Existing,L0301612,,"{""coordinates"": [[-79.580417225181, 43.6361445154121]], ""type"": ""MultiPoint""}"
9190,17056,LR-13157,301,St Clair Ave W,St Clair Ave W,South,Spadina Rd,East,09486,12,None,WR3,Existing,L2209486,,"{""coordinates"": [[-79.4088180639332, 43.6850106590873]], ""type"": ""MultiPoint""}"
9191,17057,LR-09058,70,Jarvis St,Jarvis St,South,Adelaide St E,West,05731,13,Old Town Toronto,WR2,Existing,L2805731,,"{""coordinates"": [[-79.3723581254871, 43.6513324902612]], ""type"": ""MultiPoint""}"
9192,17058,LR-09308,1151,Queen St E,Queen St E,South,Larchmount Ave,East,05228,14,Leslieville,WR1,Temporarily Removed,L3005228,,"{""coordinates"": [[-79.3339934981548, 43.6623456126861]], ""type"": ""MultiPoint""}"
9193,17060,LR-08618,223,St Clair Ave W,St Clair Ave W,South,Dunvegan Rd,East,04694,12,None,WR2,Existing,L2204694,,"{""coordinates"": [[-79.4047493316603, 43.6859377700616]], ""type"": ""MultiPoint""}"
9194,17064,LR-11885,75,Thorncliffe Park Dr,Thorncliffe Park Dr,East,Overlea Blvd,South,07716,15,None,WR2,Existing,L2607716,,"{""coordinates"": [[-79.3418743545227, 43.7048851804459]], ""type"": ""MultiPoint""}"
9195,17065,LR-10329,518,Church St,Church St,West,Maitland St,South,03686,13,Church-Wellesley Village,WR2,Existing,L2703686,,"{""coordinates"": [[-79.3805214327369, 43.6644687723512]], ""type"": ""MultiPoint""}"
9196,17066,LR-07464,25,The West Mall,The West Mall,East,The Queensway,South,00647,03,None,WR2,Existing,L0500647,,"{""coordinates"": [[-79.5619314610472, 43.6117076653902]], ""type"": ""MultiPoint""}"
9197,17067,LR-07528,2300,Finch Ave W,Finch Ave W,North,Weston Rd,East,03446,07,Emery Village,WR1,Temporarily Removed,L0703446,,"{""coordinates"": [[-79.5417959056551, 43.7523173348061]], ""type"": ""MultiPoint""}"
9198,17071,LR-10691,2500,Bridletowne Crcl,Warden Ave,South,Bridletowne Crcl,East,03999,22,None,WR2,Existing,L3903999,,"{""coordinates"": [[-79.3184280489608, 43.8012671302046]], ""type"": ""MultiPoint""}"
9199,17072,LR-09746,3306,Sheppard Ave E,Warden Ave,North,Sheppard Ave E,West,04005,22,None,WR2,Existing,L4004005,,"{""coordinates"": [[-79.3083228777526, 43.7790066658395]], ""type"": ""MultiPoint""}"
9200,17073,LR-17599,1355,Danforth Ave,Danforth Ave,South,Gillard Ave,West,15921,14,Danforth Mosaic,WR4,Existing,L1415921,,"{""coordinates"": [[-79.3286586669298, 43.6821862471422]], ""type"": ""MultiPoint""}"
9201,17074,LR-17605,1519,Yonge St,Yonge St,East,Wally Crouter Walkway,North,15930,12,Yonge & St. Clair,WR4,Existing,L1215930,,"{""coordinates"": [[-79.3946112482167, 43.6895392587503]], ""type"": ""MultiPoint""}"
9202,17076,LR-15948,2,Royalcrest Rd,Royalcrest Rd,North,Highway 27 N,East,13282,01,None,WR4,Existing,L0113282,,"{""coordinates"": [[-79.6092503970907, 43.7500848239543]], ""type"": ""MultiPoint""}"
9203,17078,LR-15962,130,Lower Sherbourne St,Lower Sherbourne St,West,Front St E,South,13370,13,Old Town Toronto,WR4,Existing,L2813370,,"{""coordinates"": [[-79.3677010897821, 43.649723081105]], ""type"": ""MultiPoint""}"
9204,17079,LR-15974,164,Oakdale Rd,Oakdale Rd,West,Jody Ave,North,13294,07,None,WR4,Temporarily Removed,L0713294,,"{""coordinates"": [[-79.5261010477885, 43.7449072800235]], ""type"": ""MultiPoint""}"
9205,17080,LR-07291,812,Burnhamthorpe Rd,Burnhamthorpe Rd,South,Old Burnhamthorpe Rd,West,00160,02,None,WR2,Existing,L0300160,,"{""coordinates"": [[-79.5822143196523, 43.6404127716723]], ""type"": ""MultiPoint""}"
9206,17082,LR-09263,425,Carlaw Ave,Gerrard St E,North,Carlaw Ave,East,05303,14,None,WR1,Existing,L3005303,,"{""coordinates"": [[-79.3424685168735, 43.6677613243303]], ""type"": ""MultiPoint""}"
9207,17083,LR-08612,383A,Spadina Rd,Spadina Rd,East,Lonsdale Rd,South,00521,12,Forest Hill Village,WR1,Existing,L2200521,,"{""coordinates"": [[-79.4124758206117, 43.6881253409375]], ""type"": ""MultiPoint""}"
9208,17084,LR-09344,48,Eastdale Ave,Eastdale Ave,East,Goodwood Park Cres,South,1279,19,None,WR1,Existing,L3101279,,"{""coordinates"": [[-79.3003107735395, 43.693508702053]], ""type"": ""MultiPoint""}"
9209,17089,LR-16876,301,Commissioners St,Commissioners St,South,Bouchette St,West,T4892,14,None,WR4,Existing,L1404892,,"{""coordinates"": [[-79.3402930600228, 43.6503994172091]], ""type"": ""MultiPoint""}"
9210,17091,LR-18540,222,Lansdowne Ave,Dundas St W,South,Lansdowne Ave,West,07709,09,Little Portugal,WR5,Existing,L1807709,,"{""coordinates"": [[-79.4414586250962, 43.6502082242539]], ""type"": ""MultiPoint""}"
9211,17092,LR-17910,17,Broadway Ave,Broadway Ave,South,Yonge St,East,16232,12,None,WR4,Existing,L1216232,,"{""coordinates"": [[-79.3976059204142, 43.7097624530582]], ""type"": ""MultiPoint""}"
9212,17093,LR-16299,120,Dowling Ave,King St W,South,Dowling Ave,West,14013,04,None,WR4,Existing,L1414013,,"{""coordinates"": [[-79.4388634631131, 43.6365320172471]], ""type"": ""MultiPoint""}"
9213,17096,LR-18570,5000,Dundas St W,Dundas St W,North,Cabot Crt,West,07248,03,Village of Islington,WR5,Existing,L0507248,,"{""coordinates"": [[-79.5308860053616, 43.6465354671031]], ""type"": ""MultiPoint""}"
9214,17097,LR-19237,4846,Yonge St,Yonge St,West,Harlandale Ave,North,04783,18,Yonge North York,WR5,Existing,L2304783,,"{""coordinates"": [[-79.4113785450201, 43.7624951361726]], ""type"": ""MultiPoint""}"
9215,17098,LR-16349,None,None,Lake Shore Blvd W,North,Thirty Ninth St,West,14059,03,None,WR4,Existing,L0614059,,"{""coordinates"": [[-79.5411737131145, 43.5928754965861]], ""type"": ""MultiPoint""}"
9216,17100,LR-18585,1582,Queen St W,Queen St W,North,Sorauren Ave,East,04450,04,Parkdale Village,WR5,Existing,L1404450,,"{""coordinates"": [[-79.44062748851, 43.6398626476269]], ""type"": ""MultiPoint""}"
9217,17101,LR-19166,4799,Yonge St,Yonge St,East,Sheppard Ave E,South,04552,18,Yonge North York,WR5,Existing,L2304552,,"{""coordinates"": [[-79.4106834430273, 43.7612579763645]], ""type"": ""MultiPoint""}"
9218,17102,LR-12374,557,Oakwood Ave,Oakwood Ave,East,Clovelly Ave,South,08477,12,None,WR1,Existing,L1508477,,"{""coordinates"": [[-79.4416492008293, 43.69481055864]], ""type"": ""MultiPoint""}"
9219,17103,LR-19502,632,College St,College St,North,Grace St,East,05162,11,Little Italy,WR5,Existing,L1905162,,"{""coordinates"": [[-79.4152089152144, 43.6550135339575]], ""type"": ""MultiPoint""}"
9220,17104,LR-18635,1530,Queen St W,Queen St W,North,Fuller Ave,West,04448,04,Parkdale Village,WR5,Existing,L1404448,,"{""coordinates"": [[-79.4392897434046, 43.6401276116754]], ""type"": ""MultiPoint""}"
9221,17105,LR-19247,4672,Yonge St,Yonge St,West,Florence Ave,North,04776,18,Yonge North York,WR5,Existing,L2304776,,"{""coordinates"": [[-79.4103391036031, 43.7584294255566]], ""type"": ""MultiPoint""}"
9222,17107,LR-19535,900,Albion Rd,Albion Rd,East,Thistle Down Blvd,South,01664,01,Albion Islington Square,WR5,Existing,L0101664,,"{""coordinates"": [[-79.560604615689, 43.7351498870941]], ""type"": ""MultiPoint""}"
9223,17108,LR-15991,311,Dixon Rd,Dixon Rd,South,Kipling Ave,East,13471,02,None,WR4,Existing,L0413471,,"{""coordinates"": [[-79.5541136983925, 43.6952145506504]], ""type"": ""MultiPoint""}"
9224,17110,LR-11398,4100,Keele St,Murray Ross Pkwy,South,Columbia Gt,East,T14846,07,None,WR2,Temporarily Removed,L0814846,,"{""coordinates"": [[-79.4936664895354, 43.7665891291693]], ""type"": ""MultiPoint""}"
9225,17112,LR-07205,234,Albion Rd,Albion Rd,North,Armel Crt,East,T6217,01,None,WR2,Existing,L0206217,,"{""coordinates"": [[-79.5452704535759, 43.7211729263243]], ""type"": ""MultiPoint""}"
9226,17113,LR-16005,76,Greenleaf Ter,McLevin Ave,North,Sewell's Rd,West,T9589,25,None,WR4,Existing,L4209589,,"{""coordinates"": [[-79.2146506733634, 43.8106089857404]], ""type"": ""MultiPoint""}"
9227,17115,LR-06090,500-510,Trethewey Dr,Trethewey Dr,North,Todd Baylis Blvd,East,06477,05,None,WR2,Existing,L1206477,,"{""coordinates"": [[-79.4872532792083, 43.695228899072]], ""type"": ""MultiPoint""}"
9228,17117,LR-11545,633,Lawrence Ave W,Shermount Ave,East,Lawrence Ave W,South,01074,08,None,WR1,Existing,L1501074,,"{""coordinates"": [[-79.4411256055274, 43.7164776791991]], ""type"": ""MultiPoint""}"
9229,17118,LR-09604,1069,Birchmount Rd,Birchmount Rd,East,Bertrand Ave,South,04088,21,None,WR2,Existing,L3704088,,"{""coordinates"": [[-79.2796403312677, 43.7350496363247]], ""type"": ""MultiPoint""}"
9230,17119,LR-09865,1617,Keele St,Keele St,East,Rogers Rd,North,04630,05,Rogers Road,WR2,Existing,L1204630,,"{""coordinates"": [[-79.4716600595078, 43.6825386467456]], ""type"": ""MultiPoint""}"
9231,17120,LR-10000,330,Oakwood Ave,Oakwood Ave,West,O'Leary Ave,North,04637,09,Oakwood Village,WR2,Existing,L1704637,,"{""coordinates"": [[-79.4383441457437, 43.6860223419225]], ""type"": ""MultiPoint""}"
9232,17121,LR-19302,3402,Yonge St,Yonge St,West,Melrose Ave,North,04768,08,Yonge Lawrence Village,WR5,Existing,L1604768,,"{""coordinates"": [[-79.4044070213249, 43.7331120546786]], ""type"": ""MultiPoint""}"
9233,17122,LR-16364,1624,Queen St W,Queen St W,North,Callender St,West,14071,04,Parkdale Village,WR4,Existing,L0414071,,"{""coordinates"": [[-79.4423520336523, 43.6395229721544]], ""type"": ""MultiPoint""}"
9234,17123,LR-16414,400,Nugget Ave,Nugget Ave,North,Transfer Pl,East,13437,23,None,WR4,Existing,L4113437,,"{""coordinates"": [[-79.2440543594021, 43.7981319552445]], ""type"": ""MultiPoint""}"
9235,17124,LR-19555,57,Mabelle Ave,Mabelle Ave,West,Dundas St W,South,07252,03,Village of Islington,WR5,Existing,L0507252,,"{""coordinates"": [[-79.5302040220578, 43.6464249055041]], ""type"": ""MultiPoint""}"
9236,17125,LR-18662,3060,Danforth Ave,Victoria Park Ave,West,Danforth Ave,North,03116,19,Danforth Village,WR5,Existing,L3103116,,"{""coordinates"": [[-79.2885771797835, 43.6914910523329]], ""type"": ""MultiPoint""}"
9237,17126,LR-18193,88,Humber College Blvd,Humber College Blvd,North,Lynmont Rd,West,16376,01,None,WR4,Existing,L0116376,,"{""coordinates"": [[-79.597333506447, 43.7314897610826]], ""type"": ""MultiPoint""}"
9238,17127,LR-19341,90,Cumberland St,Cumberland St,North,Bellair St,East,16285,11,Bloor-Yorkville,WR5,Existing,L2716285,,"{""coordinates"": [[-79.3908078361337, 43.6703816312582]], ""type"": ""MultiPoint""}"
9239,17128,LR-16421,7,Carney Rd,Finch Ave E,North,Carney Rd,East,T3584,18,None,WR4,Existing,L1803584,,"{""coordinates"": [[-79.4276194731052, 43.7772313852981]], ""type"": ""MultiPoint""}"
